419111,8,1,3,8,1,1
419112,7,5,3,7,0,7
419113,4,6,3,6,1,6
419114,1,2,3,1,1,1
419115,3,8,3,8,0,8
419116,5,6,3,6,1,6
419117,2,4,3,4,0,2
419118,1,3,3,3,0,3
419119,6,7,3,6,1,7
419120,2,5,3,2,1,2
419121,6,3,3,6,0,3
419122,8,4,3,4,1,8
419123,5,1,3,5,0,5
419124,7,2,3,7,0,2
419125,8,6,3,8,0,8
419126,3,4,3,3,1,4
419127,7,1,3,1,0,7
419128,2,3,3,3,1,2
419129,4,5,3,4,1,5
419130,7,3,3,7,1,7
419131,5,8,3,8,0,5
419132,4,1,3,1,0,1
419133,2,6,3,2,1,6
419134,5,3,3,5,0,5
419135,8,7,3,8,1,7
419136,6,1,3,6,0,6
419137,7,4,3,7,1,7
419138,3,2,3,2,0,3
419139,6,5,3,6,0,6
419140,1,8,3,1,0,1
419141,4,2,3,4,0,2
419142,3,5,3,3,0,3
419143,7,8,3,7,0,7
419144,1,4,3,1,0,4
419145,6,2,3,6,0,6
419146,8,5,3,5,0,5
419147,3,7,3,3,0,3
419148,5,4,3,4,0,5
419149,1,6,3,1,0,1
419150,2,8,3,8,1,8
419151,4,7,3,7,0,4
419152,8,3,3,3,0,8
419153,2,1,3,2,1,2
419154,6,4,3,6,0,4
419155,5,7,3,5,1,7
419156,8,2,3,2,1,8
419157,7,6,3,7,0,7
419158,3,1,3,1,0,3
419159,5,2,3,5,0,2
419160,3,6,3,3,0,6
419161,4,8,3,8,1,8
419162,2,7,3,2,1,7
419163,1,5,3,5,0,1
419164,4,3,3,3,1,3
419165,6,8,3,8,0,8
419166,1,7,3,7,0,1
419167,2,7,3,7,0,7
419168,3,8,3,3,0,3
419169,2,8,3,8,0,2
419170,3,7,3,3,0,3
501203,3,1,4,3,0,3
501204,8,5,4,5,1,5
501205,9,2,4,9,0,2
501206,6,7,4,6,0,7
501207,10,4,4,4,0,10
501208,1,8,4,1,0,1
501209,5,6,4,6,0,5
501210,2,7,4,7,1,7
501211,4,3,4,4,1,4
501212,10,9,4,9,0,10
501213,8,2,4,2,1,8
501214,5,1,4,1,1,1
501215,7,9,4,9,1,9
501216,3,2,4,3,0,3
501217,8,4,4,4,1,4
501218,10,6,4,6,1,6
501219,1,5,4,1,1,1
501220,9,3,4,9,1,9
501221,6,8,4,8,0,8
501223,7,10,4,10,0,7
501224,1,9,4,1,1,9
501225,4,5,4,5,1,4
501226,7,3,4,3,1,7
501227,1,2,4,2,1,2
501228,6,4,4,4,1,6
501229,8,7,4,8,1,7
501230,5,9,4,5,1,5
501231,3,10,4,10,1,3
501232,6,2,4,2,1,2
501233,10,3,4,10,0,3
501234,9,8,4,9,1,8
501235,6,1,4,6,1,1
501236,5,7,4,5,1,5
501237,2,10,4,10,1,2
501238,9,6,4,6,0,6
501239,1,4,4,1,1,1
501240,5,10,4,5,1,5
501241,3,8,4,3,0,3
501242,7,4,4,4,1,7
501243,6,9,4,9,1,9
501244,8,1,4,8,1,1
501245,3,5,4,5,0,3
501246,10,7,4,10,1,7
501247,9,1,4,1,1,9
501248,8,6,4,6,1,6
501249,2,4,4,4,1,2
501250,1,3,4,3,0,1
501251,7,6,4,6,1,7
501252,2,9,4,9,0,2
501253,4,10,4,4,0,10
501254,5,3,4,5,1,3
501255,8,10,4,8,0,10
501256,4,7,4,7,1,4
501257,5,2,4,2,1,2
501258,3,6,4,3,0,3
501259,9,4,4,4,1,4
501260,2,1,4,2,1,2
501261,7,8,4,8,0,8
501262,4,6,4,6,1,4
501263,9,5,4,9,1,9
501264,10,8,4,8,1,8
501265,4,2,4,4,0,4
501266,3,9,4,3,0,3
501267,10,1,4,1,1,1
501268,7,5,4,7,0,5
501269,4,8,4,4,1,8
501270,6,10,4,6,0,
501271,2,3,4,2,1,2
501272,1,7,4,7,1,7
501273,2,3,4,3,1,3
501274,7,1,4,7,1,7
501275,2,7,4,7,1,2
501276,3,2,4,3,0,3
548311,3,7,5,7,1,7
548312,1,6,5,6,1,6
548313,7,10,5,7,1,10
548314,5,4,5,4,1,5
548315,2,6,5,6,1,2
548316,8,3,5,8,1,3
548317,5,1,5,1,1,5
548318,10,4,5,10,0,10
548319,8,7,5,8,0,7
548320,2,1,5,2,1,1
548321,6,3,5,6,1,6
548322,7,5,5,5,1,7
548323,3,2,5,2,0,3
548324,4,10,5,4,1,4
548325,1,5,5,5,0,1
548326,6,8,5,8,0,6
548327,10,3,5,3,0,10
548328,1,4,5,1,1,4
548329,2,5,5,5,0,5
548330,7,6,5,6,1,6
548331,5,8,5,8,0,5
548332,2,10,5,10,0,2
548333,4,1,5,4,0,1
548334,8,6,5,8,0,6
548335,3,10,5,10,1,3
548336,4,2,5,2,1,2
548337,3,5,5,5,0,3
548338,6,10,5,6,1,10
548339,7,4,5,7,0,4
548340,8,1,5,1,1,1
548341,5,2,5,5,1,2
548342,10,6,5,10,0,6
548344,4,7,5,4,0,7
548346,10,8,5,8,0,8
548347,6,7,5,7,1,6
548348,3,4,5,4,0,4
548349,1,2,5,1,0,1
548350,6,5,5,6,0,6
548351,7,8,5,7,1,7
548352,3,1,5,3,0,1
548353,8,10,5,8,0,8
548354,5,6,5,5,0,6
548355,2,4,5,4,1,4
548356,10,7,5,7,0,7
548357,3,8,5,3,0,3
548358,1,10,5,1,0,1
548359,4,5,5,5,0,5
548360,7,3,5,7,1,7
548361,2,8,5,2,1,2
548362,6,1,5,6,0,1
548363,10,5,5,10,0,5
548364,8,4,5,8,1,4
548365,7,2,5,2,1,2
548366,5,3,5,3,1,3
548367,10,2,5,10,1,2
548368,1,7,5,7,0,7
548369,3,6,5,3,1,3
548370,5,10,5,5,0,5
548371,4,8,5,8,0,4
548372,2,7,5,7,1,7
548373,1,3,5,3,1,3
548374,6,4,5,4,0,6
548375,7,1,5,7,1,1
548376,4,3,5,4,1,4
548377,6,2,5,6,1,2
548378,8,5,5,5,0,8
548379,4,6,5,6,1,6
548380,10,1,5,1,0,1
548381,8,2,5,2,1,8
548382,5,7,5,5,0,7
548383,6,1,5,1,0,1
548384,3,7,5,7,1,3
548385,6,3,5,6,1,3
548386,1,3,5,3,0,1
598003,1,6,6,1,1,1
598004,2,7,6,7,1,2
598005,11,10,6,10,1,11
598006,6,5,6,5,0,5
598007,3,7,6,7,0,7
598008,10,4,6,10,0,4
598009,11,2,6,2,0,11
598010,5,1,6,1,1,5
598011,7,6,6,7,0,7
598012,4,3,6,3,1,3
598013,2,1,6,2,1,2
598014,10,5,6,5,0,10
598015,6,11,6,6,0,11
598016,7,10,6,7,0,7
598017,3,2,6,3,1,3
598018,1,11,6,1,0,1
598019,5,4,6,5,1,5
598020,3,10,6,10,0,10
598021,4,1,6,1,1,4
598022,2,6,6,2,1,2
598023,10,11,6,10,1,11
598024,5,7,6,5,0,5
598025,6,3,6,3,0,3
598026,11,4,6,4,0,11
598027,1,3,6,1,0,3
598028,2,5,6,2,1,2
598029,6,7,6,7,0,6
598030,4,10,6,4,1,4
598031,3,5,6,5,0,3
598032,2,10,6,10,1,2
598033,4,6,6,6,1,4
598034,1,7,6,1,0,7
598035,3,11,6,11,0,3
598036,1,4,6,4,0,1
598037,5,11,6,11,0,5
598038,7,2,6,7,0,7
598039,3,1,6,1,1,3
598040,6,10,6,10,1,6
598041,5,2,6,5,1,5
598042,7,4,6,7,0,7
598043,10,3,6,3,0,3
598044,11,7,6,7,0,11
598045,6,1,6,1,0,6
598046,3,4,6,3,0,3
598047,10,2,6,2,0,2
598048,1,5,6,5,0,1
598049,11,6,6,6,0,11
598050,2,4,6,4,1,4
598051,7,3,6,7,0,7
598052,5,10,6,10,0,5
598053,2,11,6,11,0,2
598054,5,6,6,6,0,5
598055,7,1,6,7,0,7
598056,11,3,6,11,1,3
598057,4,5,6,5,1,5
598058,10,1,6,1,0,1
598059,6,2,6,6,1,2
598060,10,7,6,10,0,7
598061,4,11,6,4,1,11
598062,1,2,6,1,1,1
598063,5,3,6,5,1,5
598064,6,4,6,4,1,4
598065,7,11,6,11,0,7
598066,1,10,6,1,1,10
598067,3,6,6,3,0,3
598068,7,5,6,5,1,7
598069,4,2,6,4,1,4
598070,11,5,6,11,0,11
598071,4,7,6,7,1,4
598072,10,6,6,10,0,10
598073,2,3,6,3,1,2
598074,11,1,6,1,0,11
598075,3,7,6,3,0,3
598076,5,11,6,11,0,5
598077,7,5,6,5,0,7
598078,3,7,6,7,0,7
729284,7,1,7,1,0,1
729286,6,2,7,2,1,2
729288,3,4,7,3,0,4
729290,11,5,7,5,1,5
729292,2,7,7,2,1,2
729294,1,6,7,1,0,6
729296,5,4,7,4,1,4
729298,3,6,7,3,0,3
729300,4,11,7,11,1,4
729302,5,3,7,5,1,3
729304,2,1,7,2,1,1
729306,11,6,7,11,0,11
729308,3,7,7,7,0,3
729310,5,2,7,5,1,5
729312,1,4,7,1,1,4
729314,6,7,7,7,0,6
729316,11,3,7,11,0,3
729318,4,2,7,4,1,4
729320,1,5,7,5,0,5
729322,7,11,7,7,1,11
733976,3,1,7,3,0,3
733978,7,4,7,4,0,7
733980,6,5,7,5,1,5
733982,2,11,7,2,1,2
733984,5,1,7,1,1,5
733986,6,3,7,3,1,3
733988,7,2,7,2,1,7
733990,6,1,7,6,0,1
733992,4,3,7,3,1,4
733994,5,11,7,5,1,11
733996,2,4,7,2,1,4
733998,6,11,7,11,1,11
734000,7,3,7,3,1,3
734002,4,1,7,1,1,1
734004,2,5,7,2,0,5
734006,11,7,7,11,0,7
734008,3,5,7,5,0,3
734010,2,6,7,6,1,2
734012,11,4,7,4,1,4
734014,1,7,7,1,1,1
734016,5,6,7,6,1,5
734018,3,2,7,3,0,2
734020,11,1,7,11,0,1
734022,5,7,7,7,0,7
734024,6,4,7,4,1,4
734026,11,2,7,2,0,11
734028,1,3,7,1,1,1
734030,4,7,7,7,1,7
734032,1,2,7,2,1,1
734034,3,11,7,11,1,11
734036,7,6,7,6,1,7
734038,4,5,7,5,1,4
734040,2,3,7,3,1,3
734042,1,11,7,1,1,1
734044,4,6,7,4,1,4
734046,7,5,7,7,1,7
734048,4,1,7,4,1,1
734050,3,7,7,3,1,3
734052,3,4,7,3,1,4
734054,1,4,7,1,1,1
829710,1,7,8,1,1,1
829712,3,6,8,6,1,3
829714,4,5,8,4,1,5
829716,3,11,8,3,0,3
829718,1,2,8,2,1,2
829720,6,5,8,5,1,5
829722,7,4,8,7,1,4
829724,2,11,8,11,1,11
829726,5,7,8,7,0,5
829728,1,3,8,1,1,1
829730,4,6,8,4,0,6
829732,11,5,8,5,1,5
829734,7,3,8,7,0,3
829736,11,6,8,6,0,6
829738,4,1,8,1,1,1
829740,5,3,8,3,0,5
829742,2,7,8,2,1,7
829744,6,1,8,1,1,1
829746,5,4,8,4,1,4
829748,11,1,8,1,1,11
829750,2,3,8,2,1,3
829752,6,7,8,7,1,6
829754,5,2,8,2,1,2
829756,7,11,8,7,0,7
829758,3,4,8,3,0,3
829762,6,2,8,2,1,2
829764,4,11,8,4,1,11
829766,1,6,8,1,0,1
829768,2,5,8,5,1,
829770,3,1,8,1,1,3
829772,6,4,8,6,1,6
829774,7,5,8,5,1,7
829776,2,1,8,2,1,2
829778,11,3,8,3,1,11
829780,4,7,8,7,0,7
829782,5,6,8,6,1,5
829784,3,2,8,3,0,3
829786,1,11,8,11,1,1
829788,7,6,8,6,0,7
829790,2,4,8,4,1,2
829792,5,11,8,5,1,11
829794,3,7,8,3,0,7
829796,1,4,8,4,0,1
829798,6,11,8,11,0,11
829800,7,2,8,2,0,2
829802,3,5,8,3,0,3
829804,11,4,8,11,0,11
829806,6,3,8,3,0,6
829808,4,2,8,2,1,4
829810,7,1,8,1,1,7
829812,11,2,8,11,0,2
829814,4,3,8,4,0,3
829816,5,1,8,5,0,5
829818,2,6,8,2,1,
829820,11,7,8,11,0,7
829822,3,7,8,7,0,7
829824,2,5,8,2,0,2
829826,3,2,8,3,1,3
829828,7,3,8,3,1,7
980906,7,12,9,7,0,12
980908,1,6,9,1,1,1
980910,4,13,9,13,1,13
980912,2,11,9,11,1,2
980914,1,7,9,7,1,7
980916,13,12,9,12,0,13
980918,6,4,9,6,1,6
980920,11,1,9,11,0,1
980922,7,13,9,13,1,13
980924,4,12,9,12,0,4
980926,2,6,9,6,1,6
980928,11,7,9,11,1,11
980930,4,1,9,1,1,1
980932,7,2,9,7,1,7
980934,13,11,9,11,1,11
980936,12,2,9,12,1,2
980938,6,7,9,7,1,6
980940,11,4,9,11,1,11
980942,13,2,9,2,0,13
980944,12,1,9,1,1,1
980946,4,7,9,4,1,7
980948,11,12,9,12,1,12
980950,6,13,9,6,1,13
980952,7,1,9,7,1,7
980954,12,13,9,13,1,13
980956,6,1,9,1,1,6
980958,11,2,9,2,1,11
980960,13,4,9,13,1,4
980962,12,7,9,7,1,7
980964,2,1,9,1,1,1
980966,13,6,9,6,1,6
980968,1,4,9,4,1,1
980970,6,12,9,12,1,12
980972,11,13,9,11,1,11
980974,2,12,9,2,1,2
980976,4,6,9,6,1,4
980978,7,11,9,7,1,11
980980,1,13,9,13,1,13
980982,4,2,9,4,1,2
980984,12,11,9,11,0,11
980986,2,7,9,7,1,7
980988,11,6,9,6,1,6
980990,7,4,9,7,0,4
980992,2,13,9,13,1,2
980994,1,12,9,12,0,1
980996,4,11,9,4,0,11
980998,7,6,9,6,1,7
981000,1,2,9,2,1,2
981002,12,6,9,12,1,12
981004,2,4,9,4,1,2
981006,13,1,9,13,1,13
981008,6,11,9,6,1,6
981010,12,4,9,4,0,12
981012,13,7,9,13,1,13
981014,1,11,9,11,1,1
981016,6,2,9,2,1,2
981018,13,2,9,2,1,2
981020,11,1,9,1,1,11
981022,13,11,9,11,1,11
981024,2,11,9,11,0,11
